Boyacá,TUNUNGUÁ
Narińo,TÚQUERRES
Bolívar,TURBACO
Bolívar,TURBANÁ
Antioquia,TURBO
Boyacá,TURMEQUÉ
Boyacá,TUTA
Boyacá,TUTAZÁ
Cundinamarca,UBALÁ
Cundinamarca,UBAQUE
Valle del Cauca,ULLOA
Boyacá,ÚMBITA
Cundinamarca,UNE
Chocó,UNGUÍA
Chocó,UNIÓN PANAMERICANA
Antioquia,URAMITA
Meta,URIBE
La Guajira,URIBIA
Antioquia,URRAO
La Guajira,URUMITA
Atlántico,USIACURÍ
Cundinamarca,ÚTICA
Antioquia,VALDIVIA
Córdoba,VALENCIA
Santander,VALLE DE SAN JOSÉ
Tolima,VALLE DE SAN JUAN
Putumayo,VALLE DEL GUAMUEZ
Cesar,VALLEDUPAR
Antioquia,VALPARAÍSO
Antioquia,VEGACHÍ
Santander,VÉLEZ
Tolima,VENADILLO
Antioquia,VENECIA
Boyacá,VENTAQUEMADA
Cundinamarca,VERGARA
Valle del Cauca,VERSALLES
Santander,VETAS
Cundinamarca,VIANÍ
Caldas,VICTORIA
Antioquia,VIGÍA DEL FUERTE
Valle del Cauca,VIJES
Norte de Santander,VILLA CARO
Boyacá,VILLA DE LEYVA
Cundinamarca,VILLA DE SAN DIEGO DE UBATÉ
Norte de Santander,VILLA DEL ROSARIO
Cauca,VILLA RICA
Putumayo,VILLAGARZÓN
Cundinamarca,VILLAGÓMEZ
Tolima,VILLAHERMOSA
Caldas,VILLAMARÍA
Bolívar,VILLANUEVA
Cundinamarca,VILLAPINZÓN
Tolima,VILLARRICA
Meta,VILLAVICENCIO
Huila,VILLAVIEJA
Cundinamarca,VILLETA
Cundinamarca,VIOTÁ
Boyacá,VIRACACHÁ
Meta,VISTAHERMOSA
Caldas,VITERBO
Cundinamarca,YACOPÍ
Narińo,YACUANQUER
Huila,YAGUARÁ
Antioquia,YALÍ
Antioquia,YARUMAL
Vaupés,YAVARATÉ
Antioquia,YOLOMBÓ
Antioquia,YONDÓ
Casanare,YOPAL
Valle del Cauca,YOTOCO
Valle del Cauca,YUMBO
Bolívar,ZAMBRANO
Santander,ZAPATOCA
Magdalena,ZAPAYÁN
Antioquia,ZARAGOZA
Valle del Cauca,ZARZAL
Boyacá,ZETAQUIRA
Cundinamarca,ZIPACÓN
Cundinamarca,ZIPAQUIRÁ
Magdalena,ZONA BANANERA
